	R100	R101	R102	R103	R104	R105	R106	R107	R108	R109	R10	R110	R111	R112	R113	R114	R115	R116	R117	R118	R119	R11	R120	R121	R122	R123	R124	R125	R126	R127	R128	R129	R12	R130	R131	R132	R13	R14	R15	R16	R17	R18	R19	R1	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R2	R30	R31	R32	R33	R34	R35	R36	R37	R38	R39	R3	R40	R41	R42	R43	R44	R45	R46	R47	R48	R49	R4	R50	R51	R52	R53	R54	R55	R56	R57	R58	R59	R5	R6
50_c00050_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.848233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8693	0	2.89434	0	0	33.0397	31.2614	30.0456	0	0	0	0	0	0	0.285259	0	0	0	0	0	0	0.218332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0658	0.259318	0	0	0	0	0	0	0	0	0	0	0	0	0
51_c00051_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.246996	0	0	0	0.205375	0	0	1.86886	0	0	0	0	0	0	0	0	0	0	5.1949	0	4.45942	0	0	21.7906	19.5143	17.6094	0	0	0	0	0	0	0.290729	0	0	0	0	0	0	0.667568	0	0	0.479433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89119	0.39643	0	0	0	0	0	0	0	0	0	0	0	0	0
52_c00052_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.152334	0	0	0	0.116835	1.73189	0	0	0	0.617164	0	0	3.12002	0	0.404225	0	0	0	0	0	0	0	0	22.4185	0	6.50038	0	0	55.1577	43.8815	50.9946	0	0	0	0	0	0	0.29122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1107	0.661833	0	0	0	0	0	0	0	0	0	0	0	0	0
53_c00053_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.15581	0	0	0	2.15114	1.77147	0	0	0	2.52503	0	0	0.638254	0	0	0	0	0	0	0	0	0.173497	0	10.8621	0	4.23104	0	0	48.7062	36.315	36.4733	0	0	4.1179	0	18.8223	0	0.29788	0.381643	0.544077	0	0	0	0	3.19203	0	0	0	0	0	0	0	0	0	0	4.93604	0	0.163544	0	0	0	0	0	0	0	0	0	0	0	20.4372	0.541565	0	0	0	0	0	0	0	0	0	0	0	0	0
54_c00054_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.257845	0	0	0	0	0	0	1.30059	0	0	0	0	0	0	0	0	0	0	18.4456	0	3.69502	0	0	36.8058	40.7419	26.773	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6175	0.55179	0	0	0	0	0	0	0	0	0	0	0	0	0
55_c00055_vamb384_MEGAHIT.k21-141.Full_110	0	7.14747	0	0	0	7.94072	0	0	0	0.259227	2.47	0	7.12469	0	1.59728	0	0	0.692131	0.827905	0	16.6322	0	14.921	0.167208	1.32507	1.17416	0	0	31.4145	2.4259	6.55443	0	1.96714	54.5812	69.9125	71.4578	0	0	0	1.53074	0.680337	0.41499	0.161532	0.620737	0	0	0	0	0.924473	0.494603	0	0	0.53269	1.49004	0	0	0	1.26708	0	0	2.67635	0	0.177349	0.948748	0	0	0	10.6793	0	0	0	0	0	7.29092	25.1548	3.67071	1.73314	1.89954	3.28955	0	5.03777	0	0	0	0	0	0.749173	6.8221	0.259142
56_c00056_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	3.14458	0	0.52646	0	0	0	0.269282	0.855235	0	0	0	0.237018	0	0	0.718926	3.43967	0	3.83914	0	25.831	0.347346	0	1.21971	0	3.30574	20.3953	2.51969	6.8081	1.63828	2.04335	33.8346	37.6887	32.696	5.49801	0	0	0	4.23994	0	0	0.214914	0.306435	1.52897	0	1.01588	0	0	0	2.9272	1.10664	4.64288	1.9015	1.36188	0	2.63219	0	4.41569	1.38998	0	0	0	0	2.82082	10.5927	0	0	2.65669	2.20774	2.19383	1.22831	0	8.16532	0.762584	0	3.94611	1.13899	0	1.30819	0	0	0	9.39001	4.69111	0	0	0.269164
57_c00057_vamb384_MEGAHIT.k21-141.Full_110	5.63183	2.33492	0	1.58235	29.072	2.82575	0.540641	6.60716	0	0.135505	3.72977	0	9.93028	23.9599	3.10097	0.307106	3.13265	25.3236	7.78877	3.28027	0	2.64568	0	0.174784	37.3983	1.22754	0	0.255918	57.4733	10.1432	16.4441	0.235539	5.14113	39.5733	53.1946	47.1353	2.76664	5.05396	1.7958	3.20011	0.71118	0	1.68872	0.216289	1.54199	0.51292	0	11.2463	4.8321	1.29277	0	5.89199	0	0.778761	0.637892	9.59438	0.575733	0	10.6717	10.3693	4.19665	0	0.185394	1.98347	2.57273	5.67775	0	0.697697	1.20139	0	24.4408	0	0	11.4326	6.16323	1.53494	0.905839	17.8712	1.14629	32.6531	6.58281	12.4703	12.4834	7.33454	0	4.72118	2.34949	0	0.270886
58_c00058_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0.274459	1.01693	0	0	0	0.483133	0	0	0	0.876397	0	0	0	0	0	0	0	0	0	14.5511	0.855992	2.77548	0	0	16.7761	19.6744	26.1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57714	0.310891	0	0	0	0	0	0	0	0	0	0	0	0	0
59_c00059_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.290553	0	0	0	0	0	0	2.93088	0	0	0	0	0	0	0	0	0	0	2.77164	0	2.77548	0	0	11.6501	22.9535	17.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60_c00060_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.357863	0	0	0	0	0.145342	0	0	0	0.241675	0	0	0.733051	0	0	0	0	0	0	0	0	0	0	8.31868	0	2.08255	0	0	13.9864	18.2773	18.9224	0	0	0	0	0	0	0.342197	0	0	0	0	0	0	0.785896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99549	0.311031	0	0	0	0	0	0	0	0	0	0	0	0	0
61_c00061_vamb384_MEGAHIT.k21-141.Full_110	1.42958	0	0	0	0	0	1.64681	0	21.9114	0.137589	1.31091	0.672133	5.04133	0	0.968797	0.311826	0	1.46928	0.87869	0.713693	7.84614	0	18.4769	0.354929	0	0	0.199707	2.85838	17.3682	2.57469	3.47843	1.19578	0	52.3292	54.9509	53.7299	0	0	0	4.87373	0	0	1.54323	0.219606	0.62627	2.60397	5.87981	5.19042	1.96252	0.262535	0.244672	0	0	3.95349	1.29536	0	0	0	3.61198	0	0	0	0	7.0486	0	46.1187	0	2.12519	0	0	4.51206	0	0.627572	11.6081	9.59546	1.24682	2.7592	0	0	0	0	0	0	0	0	23.9687	0	25.3425	0.27504
62_c00062_vamb384_MEGAHIT.k21-141.Full_110	2.14727	1.40733	11.8796	0	0	1.01796	0.537301	0	16.4558	0.601911	1.45855	0	0	0	0.242528	0.331975	0	62.5291	12.3183	1.2069	1.9642	0	2.64314	0.516606	0	0	0.207088	2.97272	163.48	0	30.7674	1.13693	0	37.3058	37.4479	29.9363	0	0	0	0	5.8478	0	0.515108	0	3.1356	0.550843	0	0	1.96518	0.525784	0	0	0	0	1.32195	0	0	1.35144	0	0	0	0	0.753983	3.02492	1.30787	5.77265	3.6129	1.44081	2.44739	0	0	0	0	7.74926	15.9165	0.785439	6.44685	0	0	0	0	0	0	0	0	0	0	0	0
63_c00063_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.149662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14153	0	2.50177	0	0	23.0433	16.89	14.614	0	0	0	0	0	0	0.176188	0	0	0	0	0	0	0.269768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21494	0.160138	0	0	0	0	0	0	0	0	0	0	0	0	0
64_c00064_vamb384_MEGAHIT.k21-141.Full_110	0.747606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1735	0	2.18285	0	0	26.8781	24.5617	28.3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65_c00065_vamb384_MEGAHIT.k21-141.Full_110	0	7.22576	0	0	0	6.59579	0.192299	0	0	0.144617	1.99015	0	0	0	0	0	0	2.31626	0	0.500013	0	0	0	0	0	0	0	1.36558	37.9705	0	4.38683	0.50269	0	71.2036	76.0163	79.2528	0	0	0	0	0	0	0.360451	0.692362	0	0	0	0	0	0.827877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8159	7.69879	0	0	0	0	0	0	0	0	1.68102	0	0	0	0
66_c00066_vamb384_MEGAHIT.k21-141.Full_110	0	0.250639	0	0	0	0.189566	0.193436	0	0	0	0.673043	0	0	0	0	0	0	8.46991	0	0	0	0	0	0	0	0	0	0	31.5579	0	3.1138	0	0	40.7145	42.8182	46.4463	0	0	0	0	0	1.39731	0	0	0	0	0	0	0	3.33117	0	0	0	0	0	0	0	0	0	0	0	0.990808	0	0	0	0	0	0	0	0	0	0	0	0	14.9739	0.659098	0	0	0	0	0	0	0	0	0	0	0	0	0
67_c00067_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784752	0	0	0	0	0	0	0	0	0	0	4.45319	0	0	0	0	18.4674	15.553	18.8122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68_c00068_vamb384_MEGAHIT.k21-141.Full_110	0.766505	0.762698	0	0	0	0.769122	0.588621	0	0	0	1.87446	0	0	0	0.259724	0	0	0	0	0	0	0	0	0	0	0	0.214161	0	2.23524	0	0.746004	0	0	21.0443	17.6279	25.1803	0	0	0	0	0	0	0.183898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57914	1.33711	0	0	0	0	0	0	0	0	0	0	0	0	0
69_c00069_vamb384_MEGAHIT.k21-141.Full_110	0	0.255197	0	0	0	0	0	0	0	0	0.156798	0	0	0	0	0	0	0.790779	0	0	0	0	0	0	0	0	0	0	3.73954	0	0	0	0	80.976	79.8792	72.9115	0	0	0	0	0	0	0.369193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49089	0.335546	0	0	0	0	0	0	0	0	0	0	0	0	0
70_c00070_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	2.42596	0	0.344402	0.474083	0	0	0	0	0	0	0	0	0	0	0	0	0.192502	0	0	0	0.845797	10.5529	0	8.3017	0.518893	0	50.4413	54.01	32.333	0	0	0	1.76214	0	0	0	0	0	0.564983	0	0	1.06454	0.284883	0	0	0	0	0	0	0.211444	0.729415	0	0	0	0	0	1.09227	0	3.12675	0	0	1.32304	0	0	0	0	0	18.5571	0	0	2.18717	0	0	0.725081	0	0	0	0	0	0	0	0
71_c00071_vamb384_MEGAHIT.k21-141.Full_110	0	0.259076	0	0	0	0.39188	0	0	0	0.451144	3.18366	0	0	0	0	0	0	4.81679	0	0	0	0	0	0	0	0	0	0	28.094	0	12.1634	0	0	37.2744	49.2721	53.7891	0	0	0	0	0	0	0.374815	0	0	0	0	0	0	3.73062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9723	0.34065	0	0	0	0	0	0	0	0	0	0	0	0	0
72_c00072_vamb384_MEGAHIT.k21-141.Full_110	0	0.520671	0	0	0	0.196891	0	0	0	2.41782	3.67902	0	0	0	3.1915	0.684884	0	0.8067	0	0.261197	0	0	0	0	0	0	0	0	48.0685	0	7.63903	0	0	48.2306	62.921	49.0922	0	0	1.20158	0	2.3786	1.93529	0.56496	0	0	0	0	0	0	2.59533	0	0	0	0	0	0	0	0	0	0	0	0.706735	0	0	0	0	0	0	0	0	0	0	0	0	27.9463	0.684614	0	0	0	0	0	0	0	0	0	0	0	0	0
73_c00073_vamb384_MEGAHIT.k21-141.Full_110	0.85587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.879635	0	0	0	0	0	0	0	0	0	0	9.98529	0	4.16472	0	0	19.0237	24.745	14.6017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74_c00074_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.701377	0	0	0	0	0	0	3.5369	0	0	0	0	0	0	0	0	0	0	25.9302	0	1.67458	0	0	40.4959	49.7483	37.5106	0	0	0	0	0	0	0.206454	0	0	0	0	0	0	0.31618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0743	0.375233	0	0	0	0	0	0	0	0	0	0	0	0	0
75_c00075_vamb384_MEGAHIT.k21-141.Full_110	0	2.31227	0	0	0	1.74855	0	0	0	1.00685	0.710422	0	0	0	0.295277	0	0	0	0	0.289938	0	0	0	0	0	0	0	0	21.1814	0	3.39229	0	0	23.3575	28.6303	22.026	0	0	1.77909	0	0	0	0	0	0	0	0	0	0	2.24188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08659	0.95018	0	0	0	0	0	0	0	0	0	0	0	0	0
76_c00076_vamb384_MEGAHIT.k21-141.Full_110	0	0.299113	0	0	0	0.452364	0	0	0	0	0.551414	0	0	0	0.611148	0	0	1.85369	0	0.300031	0	0	0	0	0	0	0	0	14.9066	0	2.6329	0	0	25.3519	15.407	31.9139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0017	0.590007	0	0	0	0	0	0	0	0	0	0	0	0	0.346897
77_c00077_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.192684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89446	0	0.459984	0	0	12.3612	10.5601	7.46816	0	0	0	0	0	0	0.113447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78_c00078_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322518	0	0	0	0	0	0	0	0	0	0	0	0.265956	0	19.4371	0	2.77882	0	0	37.3379	28.7703	27.6716	0	0	0	0	0	0	0.685358	0	0	0	0	0	0	0.349928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4458	0.207584	0	0	0	0	0	0	0	0	0	0	0	0	0
79_c00079_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.781483	0	0	0	0	0	0	0.985105	0	0	0	0	0	0	0	0	0	0	9.32093	0	3.7311	0	0	31.3337	32.1217	26.0491	0	0	0	0	0	0	0.230061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5473	0.836176	0	0	0	0	0	0	0	0	0	0	0	0	0
80_c00080_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.198892	0	0	0	0	0	0	2.00568	0	0	0	0	0	0	0	0	0	0	4.2037	0	1.89912	0	0	19.139	14.3259	19.1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81_c00081_vamb384_MEGAHIT.k21-141.Full_110	28.8735	204.417	0	26.7947	154.891	111.61	0.509596	34.2632	15.2627	13.6172	21.1068	3.74273	0	0	30.3634	0.86898	166.159	66.513	20.7964	5.29899	32.7882	0	22.0586	0.247065	23.4967	205.032	0.556417	2.53487	282.57	959.416	66.8544	8.9938	157.106	350.094	345.56	272.57	148.795	78.6789	18.2999	22.6116	31.1712	4.29836	5.73591	0.917263	0.872447	0	16.3932	13.0129	6.83434	168.775	1.36453	75.0664	3.15069	2.20126	20.746	120.314	0.543374	3.74503	0	117.323	128.596	3.58561	3.14633	22.4297	20.0065	32.1073	35.1689	0	25.4623	18.9096	81.7256	6.24646	0	0	115.079	68.186	10.2443	36.5024	239.981	0	301.602	0	17.6764	83.0633	350.067	120.233	4.43069	0	1.53173
82_c00082_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.511519	0	0	0	0	0.623696	0	0	0	0.691178	0	0	3.1446	2.50612	1.69619	0	0	0	0	0	0	0	0	29.7578	0	3.96998	0	0	52.6815	43.5623	57.377	0	0	1.56223	0	0	0	0.979326	0	0	0	0	0	0	1.50024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5028	0.444895	0	0	0	0	0	0	0	0	0	0	0	0	0
83_c00083_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08962	0	0	0	0	0	0	0	0	0	0	23.7181	0	7.2219	0	0	33.2753	44.5877	28.1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84_c00084_vamb384_MEGAHIT.k21-141.Full_110	0	0.361635	0	0	0	0	0	0	0	0	1.77812	0	0	0	0	0	0	3.36164	0	0	0	0	0	0	0	0	0	0	11.6661	0	7.42676	0	0	35.6466	38.6889	29.6397	0	0	0	0	0	0	0.261773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0933	0.475638	0	0	0	0	0	0	0	0	0	0	0	0	0
85_c00085_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.445207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49737	0	1.06258	0	0	38.5568	34.4423	34.5172	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86_c00086_vamb384_MEGAHIT.k21-141.Full_110	0	2.53739	0	0	0	1.64418	0	0	0	1.47399	2.00509	0	0	0	0.370313	0	0	1.12318	0	0	0	0	0	0	0	0	0	0	19.135	55.0702	4.54696	0	0	33.5866	48.1156	49.0552	0	0	0	0	0	0	6.29734	0	0	0	0	1.58701	0	0.40201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1396	2.1454	0	0	0	0	11.2387	0	0	0	0	0	0	0	0
87_c00087_vamb384_MEGAHIT.k21-141.Full_110	1.09603	0.727076	0	0	0	1.37413	0	0	0	0.422368	6.47967	0	0	0	4.08529	0.478355	0	22.5289	0	1.45803	0	0	0	0	0	13.3931	0	0.398705	104.483	1.315	34.1295	0.366682	8.00765	85.2859	109.475	92.8529	8.62301	7.87563	2.79862	0	2.21358	0	1.57892	0	1.44068	0	18.0512	0	0	3.22547	0.751311	0	0.867128	0	0	6.41101	0	0	0	6.91892	0	0	0	1.54292	0	8.83491	11.0602	0	0	8.32684	0	3.43837	0.961944	0	69.743	3.10794	0	12.3632	0	0	2.04935	0	0	0	9.8214	3.67702	0	0	0.842946
88_c00088_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	1.12138	0	0	0	0.372784	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7718	0	0	0	0	26.6171	39.7615	23.6484	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13798	0.959882	0	0	0	0	0	0	0	0	0	0	0	0	0
89_c00089_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.457207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81754	0	2.18233	0	0	27.8639	26.5274	29.0681	0	0	0	0	0	0	1.61549	0	0	0	0	0	0	2.47523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96389	0.2446	0	0	0	0	0	0	0	0	0	0	0	0	0
90_c00090_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91_c00091_vamb384_MEGAHIT.k21-141.Full_110	1.19104	5.92585	0	8.02729	3.78	1.79168	3.65689	0	0	2.98413	4.85663	0	0	0	2.01795	1.03976	0	2.44818	4.38867	1.18809	13.0748	0	8.79554	1.77269	0	4.15946	1.33135	13.0002	32.4469	12.8586	30.1328	13.1492	3.48109	74.7735	65.7458	61.0065	0	0	1.82517	2.70349	13.2288	0	2.00221	0.365646	3.65316	0.86773	0	0	0	1.75322	0.408353	0	0	2.63203	7.55221	2.32307	0.325222	0	0	5.0125	2.36665	0	0	6.70552	2.17528	0	0	5.89677	10.1466	0	0	3.73668	2.09048	0	31.0647	3.89735	13.7823	0	0	0	5.56725	0	0	0	2.66904	0	6.62548	0	3.20558
92_c00092_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	3.94959	0	0	0	1.23078	0	0	3.73295	0	0	0	0	0	0	0	0	0	0	88.3513	0	18.8495	0	0	108.473	130.482	150.832	0	0	0	0	0	0	0.872306	0	0	0	0	0	0	4.45584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3423	2.11297	0	0	0	0	0	0	0	0	0	0	0	0	0
93_c00093_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5992	0	0	0	0	20.9651	16.2051	13.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94_c00094_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.2314	15.4744	25.0817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95_c00095_vamb384_MEGAHIT.k21-141.Full_110	0	0.426723	0	0	0	4.51509	0	0	0	2.23207	2.62321	0	0	0	5.23126	0	0	3.96657	0	0	3.53071	0	0	0	0	0	0	0	25.0391	0	6.25892	0	0	43.7525	49.8807	40.6854	0	0	3.28653	2.9194	2.59776	4.76415	0	0	0	0	0	0	3.53251	4.73618	0.441224	0	3.05371	0	0	0	0	1.20929	0	0	0	4.63252	0	0	4.69879	0	0	0	2.19126	0	0	0	0	0	21.0313	11.7883	11.5769	0	0	0	0	0	0	0	0	0	2.86263	0	0
96_c00096_vamb384_MEGAHIT.k21-141.Full_110	0	4.34062	0	0	0	2.29631	0	0	0	4.03661	31.7538	0	0	0	13.3031	0	0	102.215	3.21394	4.7853	0	0	0	0	0	0	0	0	639.321	0	162.982	0	0	551.136	557.267	506.531	0	0	1.3373	0	0	1.61545	9.43054	0	0	0	0	0	0	24.5721	0.448846	0	0	0	0	0	0	0	0	0	0	2.35607	0	0	0	0	0	0	0	0	0	0	0	0	602.832	8.56523	0	0	0	0	0	0	0	0	0	0	0	0	0
97_c00097_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.353424	1.08208	0	0	0.271914	0.575104	0	0	0	0	0	0	2.89833	0	0	0	0	0	0	0	0	0.788155	1.02642	23.3335	0	2.74385	1.41513	0	28.5916	25.0198	26.7632	0	0	0.720656	9.59608	1.42344	3.48222	0	3.02911	0	0	0	0	0	1.03873	0	0	1.11572	0	0	0	0.770618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23719	0	6.5865	0	3.62464	0	0	0	0	0	0	0	0	0	1.5688	0	0
98_c00098_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	0.290874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33066	0	0	0	0	23.3241	29.9952	15.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99_c00099_vamb384_MEGAHIT.k21-141.Full_110	0	0.482056	0	0	0	1.09273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24437	0	2.82794	0	0	15.2102	15.2814	11.9543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100_c00100_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0.729823	0	0	0	0.561606	0.296931	0	0	0	0	0	0	8.97812	3.57487	0.967738	0	0	0	0	0	0	0	0	32.6002	0	1.41657	0	0	47.6194	50.7128	41.4565	0	0	0	0	0	0	0.699729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.902	0	1.8712	0	0	0	0	0	0	0	0	0	1.6199	0	0
101_c00101_vamb384_MEGAHIT.k21-141.Full_110	0	0	0	0	0	0	0	0	0	0	1.51054	0	0	0	0.501962	0	0	4.17127e-08	6.20928	0.492278	0	0	0	0	0	0	0.414007	0	7.46983	0	3.518	0	0	19.385	18.4967	19.6895	0	0	0.757212	0	0	0	1.4239	0.454547	0	2.23557	0	0	0	0.545772	0	0	0	0	0	0	0	0	0	0	0	0	1.56028	0	2.70463	0	0	0	0	0	0	0	0	0	6.0547	2.2627	0	0	0	0	0	0	0	0	0	0	0	0	0
